,IP adress,Port,Wordpress Version,Website,DT,Time
378,205.196.220.113,"['503', '913']",WordPress/3.6;,http://www.battlegrip.com,23/Sep/2013,13:03:10
379,205.237.127.167,"['503', '913']",WordPress/3.2.1;,http://www.gavelgrab.org,23/Sep/2013,13:03:10
380,209.17.114.78,"['503', '913']",WordPress/3.6;,http://www.toucan.ae/news,23/Sep/2013,13:03:10
381,205.251.135.202,"['503', '913']",WordPress/3.5.2;,http://www.wizdommusic.com/news,23/Sep/2013,13:03:10
382,99.198.124.194,"['503', '913']",WordPress/3.6.1;,http://www.delano.com/blog,23/Sep/2013,13:03:10
383,173.254.28.45,"['503', '913']",WordPress/3.1;,http://brewvana.net,23/Sep/2013,13:03:10
384,50.63.197.111,"['503', '913']",WordPress/3.5.1;,http://westernmomentum.ca,23/Sep/2013,13:03:11
385,50.97.99.190,"['503', '913']",WordPress/3.6.1;,http://unofficialalpine.com,23/Sep/2013,13:03:10
386,50.87.144.197,"['503', '913']",WordPress/3.4.2;,http://mixturesrx.com/blog,23/Sep/2013,13:03:09
387,188.121.41.178,"['503', '913']",WordPress/3.6;,http://www.ishabaydhaba.com,23/Sep/2013,13:03:11
388,208.109.78.31,"['503', '913']",WordPress/3.6;,http://www.ossv.org/wordpress,23/Sep/2013,13:03:11
389,69.195.124.97,"['503', '913']",WordPress/3.6.1;,http://bionicteaching.com,23/Sep/2013,13:03:11
390,199.96.156.80,"['503', '913']",WordPress/3.0;,http://jagthundetraening.hundemotivation.dk/blog,23/Sep/2013,13:03:11
391,50.56.163.40,"['503', '913']",WordPress/3.3.2;,http://blazeon.org,23/Sep/2013,13:03:10
392,203.170.85.168,"['503', '913']",WordPress/3.6.1;,http://blog.jamzarwebdesign.com.au,23/Sep/2013,13:03:11
393,142.4.38.98,"['503', '913']",WordPress/3.6;,http://caithatescake.com,23/Sep/2013,13:03:11
394,68.178.254.56,"['503', '913']",WordPress/3.6.1;,http://floridainnocence.org/content,23/Sep/2013,13:03:11
395,69.89.31.160,"['503', '913']",WordPress/3.6;,http://www.acomfortablesoul.com/blog,23/Sep/2013,13:03:11
396,80.237.133.69,"['503', '913']",WordPress/3.6;,http://www.sensorgraphy.net,23/Sep/2013,13:03:11
397,69.163.136.160,"['503', '913']",WordPress/3.1.2;,http://www.jennyphillips.com,23/Sep/2013,13:03:11
398,66.249.24.247,"['503', '913']",WordPress/3.0.1;,http://www.womensrightswithoutfrontiers.org/blog,23/Sep/2013,13:03:11
399,74.52.107.50,"['503', '913']",WordPress/3.5.2;,http://www.unionvilletimes.com,23/Sep/2013,13:03:11
400,64.90.52.17,"['503', '913']",WordPress/3.4.2;,http://www.palettesnatick.com,23/Sep/2013,13:03:11
401,94.8.191.159,"['503', '913']",WordPress/3.5.2;,http://takumahabu.com,23/Sep/2013,13:03:11
402,173.201.216.43,"['503', '913']",WordPress/3.5.2;,http://radiodanan.net,23/Sep/2013,13:03:11
403,208.97.133.16,"['503', '913']",WordPress/3.5.1;,http://3cmusic.com/home,23/Sep/2013,13:03:11
404,66.147.244.154,"['503', '913']",WordPress/3.3.2;,http://www.humanitywinsilluminatilose.com,23/Sep/2013,13:03:11
405,208.113.198.125,"['503', '913']",WordPress/3.6.1;,http://markwaid.com,23/Sep/2013,13:03:10
406,188.121.41.6,"['503', '913']",WordPress/3.5.1;,http://thesidemount.com,23/Sep/2013,13:03:11
407,88.191.122.7,"['503', '913']",WordPress/3.5.2;,http://blog.securactive.net,23/Sep/2013,13:03:11
408,208.112.9.37,"['503', '913']",WordPress/3.5.1;,http://boodahjoomusic.com/blog,23/Sep/2013,13:03:11
409,67.205.61.122,"['503', '913']",WordPress/3.6.1;,http://www.writerlyhaphazardry.net,23/Sep/2013,13:03:11
410,83.80.131.124,"['503', '913']",WordPress/3.4.2;,http://drunk-n-disorderly.com,23/Sep/2013,13:03:11
411,198.101.248.198,"['503', '913']",WordPress/3.4.2;,http://careerfuel.net,23/Sep/2013,13:03:11
412,66.147.244.79,"['503', '913']",WordPress/3.6.1;,http://www.muchlove.org,23/Sep/2013,13:03:11
413,66.96.183.2,"['503', '913']",WordPress/3.5.2;,http://www.isledejeancharles.com/news,23/Sep/2013,13:03:11
414,69.61.45.228,"['503', '913']",WordPress/3.6;,http://dont-tread-on.me,23/Sep/2013,13:03:11
415,67.205.2.242,"['503', '913']",WordPress/3.6.1;,http://www.fayewebster.com,23/Sep/2013,13:03:11
416,178.63.14.147,"['503', '913']",WordPress/3.6.1;,http://www.brancaleoni.com/blog,23/Sep/2013,13:03:11
417,192.241.223.230,"['503', '913']",WordPress/3.6.1;,http://daniel.morrione.net,23/Sep/2013,13:03:11
418,76.74.255.73,"['503', '913']",WordPress/3.7-alpha-25157;,http://enndeakin.wordpress.com,23/Sep/2013,13:03:11
419,199.188.204.94,"['503', '913']",WordPress/3.6.1;,http://ikidgadgets.com/wp,23/Sep/2013,13:03:11
420,74.220.215.105,"['503', '913']",WordPress/3.5.1;,http://www.awakeyet.com,23/Sep/2013,13:03:11
421,66.96.183.8,"['503', '913']",WordPress/3.6.1;,http://appletvblog.ru,23/Sep/2013,13:03:11
422,108.175.6.57,"['503', '913']",WordPress/3.5.1;,http://spcitytimes.com,23/Sep/2013,13:03:11
423,67.205.24.241,"['503', '913']",WordPress/3.6.1;,http://www.whatishappeninginistanbul.com,23/Sep/2013,13:03:11
424,64.13.192.40,"['503', '913']",WordPress/3.3;,http://naturalborntravellers.com,23/Sep/2013,13:03:11
425,67.192.46.12,"['503', '913']",WordPress/3.5.2;,http://iowntheworld.com/blog,23/Sep/2013,13:03:11
426,173.254.28.45,"['503', '913']",WordPress/3.1;,http://brewvana.net,23/Sep/2013,13:03:11
427,85.158.180.102,"['503', '913']",WordPress/3.6.1;,http://winfig.com,23/Sep/2013,13:03:11
428,129.121.178.221,"['503', '913']",WordPress/3.5.1;,http://www.benzilla.com,23/Sep/2013,13:03:11
429,66.96.183.86,"['503', '913']",WordPress/3.6.1;,http://www.foamcasualty.com,23/Sep/2013,13:03:11
430,74.52.107.50,"['503', '913']",WordPress/3.5.2;,http://www.unionvilletimes.com,23/Sep/2013,13:03:11
431,184.168.46.105,"['503', '913']",WordPress/3.6.1;,http://thecontrariancorner.com,23/Sep/2013,13:03:11
432,208.113.184.221,"['503', '913']",WordPress/3.6.1;,http://clarkbw.net/blog,23/Sep/2013,13:03:11
433,184.168.152.79,"['503', '913']",WordPress/3.1.4;,http://27blueballoons.com,23/Sep/2013,13:03:11
434,66.135.60.79,"['503', '913']",WordPress/3.4.1;,http://mrduncan.global2.vic.edu.au,23/Sep/2013,13:03:11
435,192.185.4.45,"['503', '913']",WordPress/3.4.2;,http://ebek-rdcd.gov.bd/blog,23/Sep/2013,13:03:11
436,74.52.155.18,"['503', '913']",WordPress/3.5.2;,http://mixedmoods.co.uk,23/Sep/2013,13:03:11
437,108.175.6.57,"['503', '913']",WordPress/3.5.1;,http://spcitytimes.com,23/Sep/2013,13:03:11
438,66.135.48.167,"['503', '913']",WordPress/3.7-alpha-25157;,http://cambridgeesolde.wordpress.com,23/Sep/2013,13:03:11
439,89.151.72.46,"['503', '913']",WordPress/3.3.2;,http://www.bohomoth.com,23/Sep/2013,13:03:11
440,67.205.2.110,"['503', '913']",WordPress/3.6.1;,http://onlineclassestips.com,23/Sep/2013,13:03:11
441,66.96.183.8,"['503', '913']",WordPress/3.6.1;,http://appletvblog.ru,23/Sep/2013,13:03:11
442,67.205.62.157,"['503', '913']",WordPress/3.0.1;,http://www.dwightdunlop.com,23/Sep/2013,13:03:11
443,5.102.184.5,"['503', '913']",WordPress/3.5.1;,http://www.diningwithoutborders.com,23/Sep/2013,13:03:11
444,54.226.116.241,"['503', '913']",WordPress/3.5.2;,http://theavettbrothers.umg-wp.com,23/Sep/2013,13:03:11
445,64.235.229.12,"['503', '913']",WordPress/3.6.1;,http://theknockoutproject.org/wp,23/Sep/2013,13:03:11
446,184.168.193.48,"['503', '913']",WordPress/3.6.1;,http://tarrantfederation.org/wordpress,23/Sep/2013,13:03:11
447,66.155.38.26,"['503', '913']",WordPress/3.7-alpha-25157;,http://funwithcole.wordpress.com,23/Sep/2013,13:03:11
448,94.231.101.88,"['503', '913']",WordPress/3.6.1;,http://blog.mariadenmark.com,23/Sep/2013,13:03:11
449,66.135.48.198,"['503', '913']",WordPress/3.7-alpha-25157;,http://annaraimondo.wordpress.com,23/Sep/2013,13:03:11
450,208.112.113.157,"['503', '913']",WordPress/3.5.1;,http://www.justanothersoldier.com,23/Sep/2013,13:03:11
451,50.116.2.40,"['503', '913']",WordPress/3.5.1;,http://whoisowenjones.com/blog,23/Sep/2013,13:03:11
452,188.121.41.178,"['503', '913']",WordPress/3.6;,http://www.ishabaydhaba.com,23/Sep/2013,13:03:11
453,97.74.198.204,"['503', '913']",WordPress/3.5.1;,http://docsabine.com,23/Sep/2013,13:03:11
454,69.167.181.227,"['503', '913']",WordPress/3.5;,http://www.morehouseplace.com,23/Sep/2013,13:03:12
455,208.112.9.37,"['503', '913']",WordPress/3.5.1;,http://boodahjoomusic.com/blog,23/Sep/2013,13:03:12
456,97.74.24.215,"['503', '913']",WordPress/3.6.1;,http://undead-earth.com/wordpress,23/Sep/2013,13:03:11
457,80.82.113.174,"['503', '913']",WordPress/3.0;,http://www.davidcoxon.com/run,23/Sep/2013,13:03:11
458,208.109.181.70,"['503', '913']",WordPress/3.3.2;,http://www.pearlatcommerce.com,23/Sep/2013,13:03:11
459,108.175.154.221,"['503', '913']",WordPress/3.6.1;,http://www.atangledweb.org,23/Sep/2013,13:03:12
460,195.20.222.29,"['503', '913']",WordPress/3.3.2;,http://www.archapprentices.co.uk,23/Sep/2013,13:03:12
461,97.74.144.179,"['503', '913']",WordPress/3.0;,http://kentscountrycookies.com/blog,23/Sep/2013,13:03:11
462,96.126.114.56,"['503', '913']",WordPress/3.2.1;,http://www.mantisbt.org/blog,23/Sep/2013,13:03:12
463,67.225.137.217,"['503', '913']",WordPress/3.5.1;,http://meganhollingsworth.com,23/Sep/2013,13:03:12
464,93.114.65.81,"['503', '913']",WordPress/3.6.1;,http://sunetesubsol.ro,23/Sep/2013,13:03:12
465,209.87.224.175,"['503', '913']",WordPress/3.4.2;,http://www.chemistrymatters.ca,23/Sep/2013,13:03:12
466,50.16.211.167,"['503', '913']",WordPress/3.5.1;,http://blogs.publishersweekly.com/blogs/ListenUp,23/Sep/2013,13:03:12
467,67.205.45.169,"['503', '913']",WordPress/3.6.1;,http://formosahut.com/blog,23/Sep/2013,13:03:12
468,108.59.11.107,"['503', '913']",WordPress/3.5.1;,http://pixelsea.biz,23/Sep/2013,13:03:12
469,66.96.183.90,"['503', '913']",WordPress/3.5.2;,http://www.amybites.com,23/Sep/2013,13:03:12
470,105.236.240.252,"['503', '913']",WordPress/3.6.1;,http://www.xstore.co.za/wordpress,23/Sep/2013,13:03:12
471,37.139.18.243,"['503', '913']",WordPress/3.6.1;,http://ryanteck.org.uk,23/Sep/2013,13:03:12
472,67.205.62.157,"['503', '913']",WordPress/3.0.1;,http://www.dwightdunlop.com,23/Sep/2013,13:03:12
473,50.23.23.2,"['503', '913']",WordPress/3.6.1;,http://thisainthell.us/blog,23/Sep/2013,13:03:12
474,75.119.217.123,"['503', '913']",WordPress/3.6.1;,http://www.balatsibuyas.com,23/Sep/2013,13:03:12
475,66.147.244.247,"['503', '913']",WordPress/3.6;,http://www.expathell.com,23/Sep/2013,13:03:12
476,137.208.3.216,"['503', '913']",-,,23/Sep/2013,13:03:12
477,74.220.215.116,"['503', '913']",WordPress/3.5.1;,http://www.nomoregreed.com,23/Sep/2013,13:03:12
478,173.254.28.89,"['503', '913']",WordPress/3.6.1;,http://timkastelle.org,23/Sep/2013,13:03:12
479,184.173.73.183,"['503', '913']",WordPress/3.5.1;,http://rotoprofessor.com/football,23/Sep/2013,13:03:12
480,208.109.181.178,"['503', '913']",WordPress/3.5.1;,http://ktrskateboardschool.com/Blog,23/Sep/2013,13:03:12
481,64.90.55.37,"['503', '913']",WordPress/3.6.1;,http://www.vegas24seven.com,23/Sep/2013,13:03:12
482,195.20.225.12,"['503', '913']",WordPress/3.5.1;,http://kimberleybartholomew.com/wordpress,23/Sep/2013,13:03:12
483,64.90.52.17,"['503', '913']",WordPress/3.4.2;,http://www.palettesnatick.com,23/Sep/2013,13:03:12
484,46.249.204.222,"['503', '913']",WordPress/3.6.1;,http://www.daily-mail.co.zm,23/Sep/2013,13:03:12
485,68.178.254.56,"['503', '913']",WordPress/3.6.1;,http://floridainnocence.org/content,23/Sep/2013,13:03:11
486,168.62.225.20,"['503', '913']",WordPress/3.5.2;,http://scripthappens.azurewebsites.net,23/Sep/2013,13:03:12
487,69.65.40.165,"['503', '913']",WordPress/3.6.1;,http://www.strokersdallas.com,23/Sep/2013,13:03:12
488,216.120.236.37,"['503', '913']",WordPress/3.5.1;,http://maxwellhansen.com/blog,23/Sep/2013,13:03:12
489,69.27.103.7,"['503', '913']",WordPress/3.5.1;,http://gall.ca,23/Sep/2013,13:03:12
490,41.204.202.51,"['503', '913']",WordPress/3.4.2;,http://www.stevebekker.co.za,23/Sep/2013,13:03:12
491,208.146.35.3,"['503', '913']",WordPress/3.5;,http://torontominecraft.site.nfoservers.com/wordpress,23/Sep/2013,13:03:12
492,103.17.132.35,"['503', '913']",WordPress/3.4.2;,http://www.library.ipswich.qld.gov.au,23/Sep/2013,13:03:12
493,97.74.198.204,"['503', '913']",WordPress/3.5.1;,http://docsabine.com,23/Sep/2013,13:03:12
494,64.90.52.159,"['503', '913']",WordPress/3.6.1;,http://carolsnotebook.com,23/Sep/2013,13:03:12
495,208.113.181.215,"['503', '913']",WordPress/3.5.1;,http://offthekuff.com/wp,23/Sep/2013,13:03:12
496,69.195.80.221,"['503', '913']",WordPress/3.6.1;,http://b2.broom9.com,23/Sep/2013,13:03:12
497,97.74.24.23,"['503', '913']",WordPress/3.5.1;,http://wp.pistolsandpopcorn.com,23/Sep/2013,13:03:12
498,74.126.5.225,"['503', '913']",WordPress/2.9.2;,http://www.amray.com/blog,23/Sep/2013,13:03:12
499,66.147.244.154,"['503', '913']",WordPress/3.3.2;,http://www.humanitywinsilluminatilose.com,23/Sep/2013,13:03:12
500,182.50.130.189,"['503', '913']",WordPress/3.6;,http://truebook.org,23/Sep/2013,13:03:12
501,141.0.23.203,"['503', '913']",WordPress/3.6.1;,http://www.matrix44.net/blog,23/Sep/2013,13:03:12
502,217.199.165.105,"['503', '913']",WordPress/2.8.4;,http://www.fitfaqs.co.uk/blog,23/Sep/2013,13:03:12
503,208.113.163.178,"['503', '913']",WordPress/3.6.1;,http://www.rgmoulding.com,23/Sep/2013,13:03:12
504,146.255.34.16,"['503', '913']",WordPress/3.5.1;,http://placespourtous.com,23/Sep/2013,13:03:12
505,216.15.166.170,"['503', '913']",WordPress/3.3.2;,http://evisthrive.com/blog,23/Sep/2013,13:03:12
506,80.82.113.174,"['503', '913']",WordPress/3.0;,http://www.davidcoxon.com/run,23/Sep/2013,13:03:12
507,69.163.170.78,"['503', '913']",WordPress/3.6.1;,http://www.verbal-sid.com,23/Sep/2013,13:03:12
508,64.111.127.183,"['503', '913']",WordPress/3.6.1;,http://www.somvinil.com.br,23/Sep/2013,13:03:12
509,50.63.196.71,"['503', '913']",WordPress/3.5.1;,http://caitlinburke.siuc.me,23/Sep/2013,13:03:13
510,97.74.215.37,"['503', '913']",WordPress/3.5.1;,http://morethanmultimedia.com/blog,23/Sep/2013,13:03:12
511,64.27.10.6,"['503', '913']",WordPress/2.8.4;,http://mecca.barbaravictor.com,23/Sep/2013,13:03:12
512,50.22.104.181,"['503', '913']",WordPress/3.6.1;,http://www.healthintersections.com.au,23/Sep/2013,13:03:12
513,66.185.31.230,"['503', '913']",WordPress/3.3;,http://berkeleyreporter.com,23/Sep/2013,13:03:12
514,208.113.180.207,"['503', '913']",WordPress/3.5;,http://www.petersenhotels.com,23/Sep/2013,13:03:12
515,67.205.61.122,"['503', '913']",WordPress/3.6.1;,http://www.writerlyhaphazardry.net,23/Sep/2013,13:03:12
516,184.168.152.79,"['503', '913']",WordPress/3.1.4;,http://27blueballoons.com,23/Sep/2013,13:03:12
517,50.116.58.175,"['503', '913']",WordPress/3.5.1;,http://readydock.net,23/Sep/2013,13:03:13
518,217.149.52.105,"['503', '913']",WordPress/3.5.1;,http://andreasromar.fi,23/Sep/2013,13:03:12
519,69.73.140.59,"['503', '913']",WordPress/3.6;,http://www.fatbackdiet.com,23/Sep/2013,13:03:12
520,46.235.47.132,"['503', '913']",WordPress/3.6.1;,http://deniska.nl,23/Sep/2013,13:03:13
521,108.60.199.190,"['503', '913']",WordPress/3.4.2;,http://blog.themprinter.com,23/Sep/2013,13:03:12
522,173.199.147.84,"['503', '913']",WordPress/3.4.1;,http://localpastures.com/blog,23/Sep/2013,13:03:12
523,72.51.24.224,"['503', '913']",WordPress/3.5.1;,http://blog.glenfraser.com,23/Sep/2013,13:03:11
524,184.168.152.171,"['503', '913']",WordPress/3.6.1;,http://comicbookclublive.com,23/Sep/2013,13:03:12
525,76.163.252.93,"['503', '913']",WordPress/3.5.2;,http://thevoterupdate.com/jones,23/Sep/2013,13:03:12
526,208.97.133.16,"['503', '913']",WordPress/3.5.1;,http://3cmusic.com/home,23/Sep/2013,13:03:13
527,128.39.102.143,"['503', '913']",WordPress/3.5.1;,http://www.rocketrange.no/40am,23/Sep/2013,13:03:13
528,205.236.95.21,"['503', '913']",WordPress/3.5;,http://micromedia.vaniercollege.qc.ca/home/s6101197/vibe,23/Sep/2013,13:03:13
529,66.135.48.150,"['503', '913']",WordPress/3.7-alpha-25157;,http://funwithcole.wordpress.com,23/Sep/2013,13:03:13
530,209.87.224.175,"['503', '913']",WordPress/3.4.2;,http://www.chemistrymatters.ca,23/Sep/2013,13:03:13
531,198.57.247.218,"['503', '913']",WordPress/3.4.2;,http://teenweb.nashvillepubliclibrary.org,23/Sep/2013,13:03:13
532,173.208.236.229,"['503', '913']",WordPress/3.5.1;,http://ieshan.com,23/Sep/2013,13:03:13
533,91.184.18.50,"['503', '913']",WordPress/3.5.1;,http://sociedia.com,23/Sep/2013,13:03:13
534,199.19.112.28,"['503', '913']",WordPress/3.5.2;,http://www.current.org,23/Sep/2013,13:03:13
535,184.168.193.61,"['503', '913']",WordPress/3.5.1;,http://metroshorespropertymanagement.com,23/Sep/2013,13:03:13
536,72.32.36.156,"['503', '913']",WordPress/3.6.1;,http://www.blackbelt3group.com,23/Sep/2013,13:03:13
537,205.196.220.113,"['503', '913']",WordPress/3.6;,http://www.battlegrip.com,23/Sep/2013,13:03:13
538,85.17.150.103,"['503', '913']",WordPress/3.5.1;,http://www.lessfs.com/wordpress,23/Sep/2013,13:03:13
539,64.111.102.194,"['503', '913']",WordPress/3.6.1;,http://www.mmxcs.com,23/Sep/2013,13:03:13
540,74.204.188.228,"['503', '913']",WordPress/3.6.1;,http://chiro.org/wordpress,23/Sep/2013,13:03:13
541,66.147.240.98,"['503', '913']",WordPress/2.8.4;,http://www.metazen.ca,23/Sep/2013,13:03:13
542,208.113.162.235,"['503', '913']",-,,23/Sep/2013,13:03:12
543,192.232.200.220,"['503', '913']",WordPress/3.5.1;,http://www.bryantriangle.com,23/Sep/2013,13:03:13
544,199.223.214.34,"['503', '913']",WordPress/3.6;,http://www.obheal.ie/blog,23/Sep/2013,13:03:13
545,155.246.15.5,"['503', '913']",WordPress/3.5.1;,http://www.stevens.edu/stsblog,23/Sep/2013,13:03:13
546,140.211.15.195,"['503', '913']",WordPress/3.6;,http://www.hhvm.com/blog,23/Sep/2013,13:03:13
547,173.201.196.55,"['503', '913']",WordPress/3.4.2;,http://jawzoflife.com/blog,23/Sep/2013,13:03:13
548,173.201.196.98,"['503', '913']",WordPress/3.6;,http://cathyunruh.com/blog,23/Sep/2013,13:03:13
549,74.204.188.228,"['503', '913']",WordPress/3.6.1;,http://chiro.org/wordpress,23/Sep/2013,13:03:13
550,74.203.238.179,"['503', '913']",WordPress/3.2.1;,http://blogs.democratandchronicle.com/webster,23/Sep/2013,13:03:13
551,74.220.215.244,"['503', '913']",WordPress/3.6.1;,http://themes.wpbox.net/bolid,23/Sep/2013,13:03:13
552,173.201.196.221,"['503', '913']",WordPress/3.6.1;,http://blog.colecago.com,23/Sep/2013,13:03:13
553,50.116.2.40,"['503', '913']",WordPress/3.5.1;,http://whoisowenjones.com/blog,23/Sep/2013,13:03:13
554,174.120.152.98,"['503', '913']",WordPress/3.1;,http://www.danielkong.ca,23/Sep/2013,13:03:13
555,74.208.16.23,"['503', '913']",WordPress/3.5.2;,http://dismuke.org/blog,23/Sep/2013,13:03:13
556,66.147.242.151,"['503', '913']",WordPress/3.5.1;,http://www.starktreks.com,23/Sep/2013,13:03:13
557,50.87.144.19,"['503', '913']",WordPress/3.1.4;,http://moviecultists.com,23/Sep/2013,13:03:13
558,184.168.27.197,"['503', '913']",WordPress/3.6.1;,http://atheiststoday.com/blogs/reapercussions,23/Sep/2013,13:03:13
559,66.96.183.86,"['503', '913']",WordPress/3.6.1;,http://www.foamcasualty.com,23/Sep/2013,13:03:13
560,64.90.55.213,"['503', '913']",WordPress/3.5.1;,http://www.steppir.com,23/Sep/2013,13:03:13
561,216.177.0.76,"['503', '913']",WordPress/3.5.1;,http://www.ataturk.org,23/Sep/2013,13:03:13
562,50.63.197.164,"['503', '913']",WordPress/3.6.1;,http://meganthomason.com,23/Sep/2013,13:03:13
563,74.207.251.137,"['503', '913']",WordPress/3.5.2;,http://vedahille.com,23/Sep/2013,13:03:13
564,216.201.128.7,"['503', '913']",WordPress/3.5;,http://www.theleadernews.com,23/Sep/2013,13:03:13
565,130.185.84.2,"['503', '913']",WordPress/3.2.1;,http://www.gerirepoupar.com/jovens,23/Sep/2013,13:03:13
566,142.4.38.98,"['503', '913']",WordPress/3.6;,http://caithatescake.com,23/Sep/2013,13:03:13
567,184.154.225.8,"['503', '913']",WordPress/3.3.2;,http://diglitny.org/blog,23/Sep/2013,13:03:13
568,69.163.225.185,"['503', '913']",WordPress/3.6.1;,http://www.thehtc.ca,23/Sep/2013,13:03:13
